ID,Name,First,Last,City,State,Publisher,Subject,Link
3570,"Lincoln Clarion",1928,,"Jefferson City","Missouri","Lincoln University (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Colleges and universities—Students",
3571,"Lincoln Heights Journal Newsletter",1979,,"Cincinnati","Ohio","Lincoln Heights Community Council","Community newsletter",
3572,"Lincoln Hornet",1943,,"Paducah","Kentucky","Lincoln High School (Paducah, KY)","Lincoln High School (Paducah, KY) | High schools—Students | High school newsletter",
3573,"Lincoln Institute Bulletin",1916,1916,"Jefferson City","Missouri","Lincoln Institute (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Colleges and universities—Alumni",
3574,"Lincoln Institute in the News",1979,,"Washington","District of Columbia","Lincoln Institute for Research and Education (Washington, DC)","Music | Labor | History | Education | Economics | Conservatism | Art | Africa",
3575,"The Lincoln Institute Worker",1909,,"Lincoln Ridge","Kentucky","Lincoln Institute of Kentucky","School newsletter | Lincoln Institute of Kentucky",
3576,"The Lincoln Journalism Newsletter",1944,,"Jefferson City","Missouri","Lincoln University, School of Journalism","Journalism | Colleges and universities",
3577,"The Lincoln Lion",1991,,"Lincoln University","Pennsylvania","Lincoln University (Jefferson City, MO)","Lincoln University (Lincoln University, PA) | Colleges and universities—Alumni",
3579,"Lincoln Review: A Quarterly Journal",1979,,"Washington","District of Columbia","Lincoln Institute for Research and Education (Washington, DC)","Music | Labor | History | Education | Economics | Conservatism | Art | Africa",
3580,"Lincoln Tiger-Gram",1975,,"Dallas","Texas","Lincoln High School (Dallas, TX)","School districts | Lincoln High School (Dallas, TX) | High schools—Students",
3582,"Lincoln University Bulletin",1896,,"Chester County","Pennsylvania","Lincoln University (Jefferson City, MO)","Lincoln University (Chester County, PA) | Colleges and universities—Students",
3583,"Lincoln University News/Alumni Bulletin",1958,,"Jefferson City","Missouri","Lincoln University, Office of Public Relations","Lincoln University (Jefferson City, MO) | Colleges and universities—Alumni",
3584,"Lincoln University Newsletter",1987,,"Lincoln University","Pennsylvania","Lincoln University (Jefferson City, MO)","Lincoln University (Lincoln University, PA) | Colleges and universities—Students",
3585,"The Lincoln University Record",1923,,"Jefferson City","Missouri","Lincoln University (Jefferson City, MO)","Lincoln University (Jefferson City, MO) | Colleges and universities—Students",
3586,"Lincoln University Research Journal",1947,1947,"Jefferson City","Missouri","Lincoln University-Missouri","Poetry | Literary theory | Literary criticism | History | Essays | Education | Colleges and universities—Faculty and staff",
3587,"The Lincolnian",1919,,"Lincoln University","Pennsylvania","Lincoln University (Jefferson City, MO)","Lincoln University (Lincoln University, PA) | Colleges and universities—Students",
3588,"The Lincolnite",1912,,"Princeton","Indiana","Lincoln High School (Princeton, IN)","Lincoln High School (Princeton, IN) | High schools—Students | High school newsletter",
3589,"Lincoln’s Page",1950,,"Jefferson City","Missouri","Lincoln University, Inman E. Page Library","Libraries | Inman E. Page Library, Lincoln University (Jefferson City, MO) | Bibliography",
3590,"Liner Notes",1971,1972,"Washington","District of Columbia","Howard University, Department of Jazz Studies","Music education | Jazz | Howard University",
3591,"The Link",1994,,"Baton Rouge","Louisiana","Southern University, Extension Program","Southern University and A & M College (Baton Rouge, LA) | Colleges and universities—Extension programs",
3592,"The Link",1972,1972,"Grambling","Louisiana","Grambling College, Office of Development","Grambling College (Grambling, LA) | Colleges and universities—Students",
3594,"Linkage",1984,,"New York","New York","Office of Black Ministries, Episcopal Church Center","Religion | Episcopal Church",
3595,"Lionheart",1993,,"Jackson","Georgia","Mitchell, Sandra","Comic books, strips, etc.",
3596,"The Lion’s Den",1963,1981,"Miami","Florida","Florida Memorial College (Miami, FL)","Florida Memorial College (Miami, FL) | Colleges and universities—Students",
3597,"Lion’s Roar",1953,1979,"Miami","Florida","Florida Memorial College (Miami, FL)","Florida Memorial College (Miami, FL) | Colleges and universities—Alumni",
3598,"The Lion’s Tale",1985,,"Miami","Florida","Florida Memorial College (Miami, FL)","Florida Memorial College (Miami, FL) | Colleges and universities—Students",
3599,"The Listening Ear: A Newsletter of the Howard Thurman Educational Trust",1973,,"San Francisco","California","Howard Thurman Educational Trust","Music scholarships",
3600,"The Literary Griot",1988,,"Fort Wayne","New Jersey","International Journal of Black Expressive Cultural Studies","Theater | Short stories | Poetry | Oral history | Music | Literature | Film | Art",
3601,"Literary Xpress",1987,,"Chicago","Illinois","Literary Express","Short stories | Poetry | Essays",
3603,"Literati Internazionale",1991,,"Chicago","Illinois","McGraw Beauchamp Publications","Short stories | Poetry | Literature | Arts",
3604,"The Little Ease Echo",1938,1939,"Glassboro","New Jersey","Civilian Conservation Corps","Civilian Conservation Corps",
3605,"Little Ethiopia",1935,1939,"Witherbee","South Carolina","Civilian Conservation Corps","Civilian Conservation Corps",
3608,"Living Blues",1970,,"Chicago","Illinois","Center for the Study of Southern Culture","Zydeco music | Soul music | Record reviews | Music | Blues (Music)",
3609,"Living BluesLetter",1983,1984,"University","Mississippi","Living Blues Publications","Music | Blues (Music)",
3610,"The Living Stone",1889,,"Salisbury","North Carolina","Livingstone College (Salisbury, NC)","Livingstone College (Salisbury, NC) | Colleges and universities—Students",
3611,"Local 351 News",1944,,"Chicago","Illinois","Dining Car Employees Union Local","Trade Unions | Labor | Dining Car Employees Union Local",
3612,"The Lodge: Annual Session of the Golden Star of Honor",1918,,"Ladonia","Alabama","Golden Star of Honor","Societies | Golden Star of Honor | Fraternal organizations",
3613,"The Logan Log",1936,1937,"Rockbridge","Ohio","Civilian Conservation Corps","Civilian Conservation Corps",
3614,"The Lomax Poll",1967,,"Los Angeles","California","Lomax, Almena","Race relations | Polls | Civil rights | Attitudes",
3615,"Long, Hot Summer",1995,,"New York","New York","DC Comics","Comic books, strips, etc.",
3617,"Long Island CORE News",1967,,"Hempstead","New York","CORE, Long Island","Congress of Racial Equality | Civil rights",
3620,"The Longhorn",1976,,"Tyler","Texas","Texas College (Tyler, TX)","Texas College (Tyler, TX) | Colleges and universities—Students",
3622,"Lorton Report",1979,,"Lorton","Virginia","Inmates of Lorton Correctional Complex","Short stories | Prisoners | Essays",
3626,"Los Angeles CORE-lator",1961,,"Los Angeles","California","CORE, Los Angeles Chapter","Congress of Racial Equality | Civil rights",
3631,"The Los Angeles Truth",1935,,"Los Angeles","California","Los Angeles Truth","Sports | Film industry | Entertainment",
3632,"Lott Carey Herald",1913,,"Richmond","Virginia","Lott Carey Foreign Mission Society","Religion | Missions | Baptist Church",
3633,"Louisiana African-Americans",1996,,"Baton Rouge","Louisiana","Louisiana African-Americans","History | Genealogy",
3634,"Louisiana Colored Teachers Journal",1928,,"Baton Rouge","Louisiana","Louisiana Colored Teachers Association","Teaching | Education",
3635,"Louisiana CORE Newsletter",1964,,"Baton Rouge","Louisiana","CORE, Louisiana","Congress of Racial Equality | Civil rights",
3636,"Louisiana Education Association Journal",1921,,"New Orleans","Louisiana","Louisiana Education Association","Education",
3638,"Louisville Buyers Guide and News Digest",1954,1947,"Louisville","Kentucky","J.B. Horton & Associates","Poetry | Essays",
3640,"The Louisville Leader",1917,1950,"Louisville","Kentucky","Louisville Publishing, Co.","Community newsletter",
3644,"LSM News",1974,1979,"Oakland","California","LSM Information Center","Radical politics | Liberation movements | Communism",
3646,"Lyezon",1984,,"New York","New York","City College of City University of New York, Project HAPTT, Bilingual Education Program","Haitian-Americans | Bilingual education",
3647,"M K Speaks",1978,,"New York","New York","Malcolm-King Harlem College Extension","Scholarships | Malcolm King Harlem College Extension (New York, NY) | Colleges and universities—Students",
3650,"MAAK",1980,,"New York","New York","Malcolm-King College, Inc., The Alumni Association","Short stories | Poetry | Malcolm-King College (New York, NY) | Colleges and universities—Alumni | Alumni Association of Malcolm-King College (New York, NY)",
3651,"The MAATA Heart",1984,,"Chicago","Illinois","Midwest Afrikan-American Theater Alliance","Theater | Grants | Drama",
3652,"The Macon Community Enterprise",1955,1990,"Macon","Georgia","A.M.E. Churches of Georgia","Religion | African Methodist Episcopal Church",
3656,"MACT Information Bulletin",1980,,"New York","New York","MACT/NY","Race relations | Homosexuality | Gay men | AIDS",
3657,"Madison Forum",1980,1980,"Madison","Wisconsin","Probeck, Judy","National Association for the Advancement of Colored People, Madison Chapter | Madison Urban League (Madison, WI) | Community newsletter",
3660,"Madison Urban League Newsletter",1972,1975,"Madison","Wisconsin","Madison Urban League","Madison Urban League (Madison, WI)",
3661,"Magic Blues Magazine",1991,,"Chicago","Illinois","Ulrey, Lois","Music | Blues (Music)",
3662,"Magic Notes",1988,,"Chicago","Illinois","Creative Arts Foundation, Inc.","Creative Arts Foundation (Chicago, IL) | Creative arts | Art",
3664,"Mahogany",1977,,"Dallas","Texas","Mahogany Entertainment, Inc.","Entertainment",
3668,"The Main Gazette",1959,,"Washington","District of Columbia","Howard University (Washington, DC)","Howard University | Colleges and universities—Students",
3669,"Main Man",1981,,"New York","New York","Main Man Publications","Men | Lifestyle | Fashion",
3670,"Mainland Virgin Islands Voice",1958,,"New York","New York","American Virgin Islands Independent Publication","West Indians | Virgin Islands | Caribbean area",
3671,"Mainliner Newsletter",1984,,"New York","New York","Hale House","Mother Hale | Harlem",
3672,"The Mainstream",1965,,"Washington","District of Columbia","Howard University, United Christian Campus Fellowship","Religion | Howard University, United Christian Campus Fellowship",
3673,"Mainstream America",1982,1984,"Los Angeles","California","Urban Improvement Corporation","Politics | Economics",
3674,"Maji-Maji: A Black Nationalist Journal",1972,1973,"Philadelphia","Pennsylvania","Maji-Maji Collective","Short stories | Poetry | Africa",
3676,"Malcolm X Conference News",1990,,"New York","New York","Malcolm X Conference","Radical politics | Malcolm X Conference (New York, NY) | Afrocentrism",
3677,"Malcolm X University Bulletin",1968,,"Waltham","Massachusetts","Malcolm X University, Brandeis University","Colleges and universities—Students | Brandeis University (Waltham, MA)",
3679,"Mamaroots: An Afracentrik Spiritual and Cultural Tribune Forum",1990,,"Tucson","Arizona","Mamaroots Publications","Women | Spirituality | Sisterhood | Poetry",
3680,"The Mammoth Eagle",1936,1937,"Mammouth Cave","Kentucky","Civilian Conservation Corps","Civilian Conservation Corps",
3681,"Man",1992,,"Chicago","Illinois","Ray, James","Men | Fashion",
3682,"Management Briefs for Minority Business",1977,,"Washington","District of Columbia","Howard University, Institute for Minority Business Education, School of Business","Howard University | Education (Higher) | Business",
3684,"Manhattan Memo",1979,,"New York","New York","New York Urban League","Urban development | Manhattan Borough Board | Education | Business",
3685,"Manhattan Outlook",1988,,"New York","New York","New York Urban League, Manhattan Branch","Urban development | Manhattan Borough Board | Education | Business",
3687,"Manual Beacon",1949,,"Muskogee","Oklahoma","Manual Training High School","High schools—Students",
3688,"MAR Gospel Ministries Newsletter",1990,,"Washington","District of Columbia","Middle Atlantic Regional Gospel Ministries, Inc.","Religion | Middle Atlantic Regional Gospel Ministries | Gospel music",
